Order_ID,Customer_ID,Product_Category,Product_Price,Discount_Percent,Delivery_Days,Customer_Rating,Return_Status,Return_Reason
ORD100342,CUST10184,Books,777.0,10,3,4.5,Not Returned,Not Returned
ORD100343,CUST10026,Home,2813.55,5,3,4.8,Not Returned,Not Returned
ORD100344,CUST10194,Books,227.64,0,3,1.6,Not Returned,Not Returned
ORD100345,CUST10213,Sports,1758.01,30,4,2.9,Not Returned,Not Returned
ORD100346,CUST10113,Electronics,1959.02,30,8,4.9,Returned,Changed Mind
ORD100347,CUST10241,Books,2101.63,20,6,2.9,Returned,Damaged
ORD100348,CUST10123,Sports,3538.24,40,8,4.5,Not Returned,Not Returned
ORD100349,CUST10075,Beauty,2065.08,40,1,3.4,Not Returned,Not Returned
ORD100350,CUST10195,Sports,2353.73,15,8,2.5,Not Returned,Not Returned
ORD100351,CUST10043,Fashion,1340.21,20,4,2.1,Not Returned,Not Returned
ORD100352,CUST10185,Books,1991.61,15,11,1.8,Not Returned,Not Returned
ORD100353,CUST10245,Sports,1290.89,40,1,4.0,Not Returned,Not Returned
ORD100354,CUST10083,Home,551.34,20,8,2.5,Not Returned,Not Returned
ORD100355,CUST10206,Beauty,3096.55,20,4,3.0,Not Returned,Not Returned
ORD100356,CUST10150,Books,3407.42,20,6,3.0,Not Returned,Not Returned
ORD100357,CUST10155,Fashion,3173.55,40,8,3.3,Not Returned,Not Returned
ORD100358,CUST10015,Sports,2424.77,15,4,4.5,Not Returned,Not Returned
ORD100359,CUST10164,Beauty,2022.97,15,14,4.9,Not Returned,Not Returned
ORD100360,CUST10144,Books,4344.0,20,3,2.6,Returned,Late Delivery
ORD100361,CUST10036,Beauty,2691.59,5,14,4.3,Not Returned,Not Returned
ORD100362,CUST10044,Fashion,2500.07,10,9,4.1,Not Returned,Not Returned
ORD100363,CUST10205,Sports,323.08,40,3,3.3,Not Returned,Not Returned
ORD100364,CUST10061,Beauty,1837.99,10,9,4.8,Not Returned,Not Returned
ORD100365,CUST10018,Beauty,2024.94,10,13,1.8,Not Returned,Not Returned
ORD100366,CUST10299,Electronics,2114.35,15,2,1.4,Returned,Defective
ORD100367,CUST10006,Beauty,2984.83,15,14,4.4,Not Returned,Not Returned
ORD100368,CUST10248,Electronics,2761.29,5,2,2.8,Not Returned,Not Returned
ORD100369,CUST10116,Sports,3117.94,10,2,4.4,Not Returned,Not Returned
ORD100370,CUST10067,Books,3871.44,10,6,4.6,Not Returned,Not Returned
ORD100371,CUST10033,Books,4102.33,20,3,1.2,Not Returned,Not Returned
ORD100372,CUST10193,Sports,3646.99,15,13,4.5,Not Returned,Not Returned
ORD100373,CUST10054,Sports,4786.51,10,9,2.8,Returned,Wrong Size
ORD100374,CUST10265,Home,287.52,30,4,3.0,Not Returned,Not Returned
ORD100375,CUST10041,Sports,1139.73,5,1,3.5,Not Returned,Not Returned
ORD100376,CUST10296,Beauty,236.3,30,4,4.7,Not Returned,Not Returned
ORD100377,CUST10230,Books,3307.88,30,1,1.1,Not Returned,Not Returned
ORD100378,CUST10009,Fashion,4510.55,40,14,2.9,Returned,Damaged
ORD100379,CUST10127,Books,1368.72,40,5,3.8,Not Returned,Not Returned
ORD100380,CUST10178,Electronics,4649.77,5,4,3.9,Not Returned,Not Returned
ORD100381,CUST10192,Books,489.28,30,8,3.8,Not Returned,Not Returned
ORD100382,CUST10091,Home,4685.29,10,8,1.5,Not Returned,Not Returned
ORD100383,CUST10230,Sports,1887.79,15,7,2.2,Not Returned,Not Returned
ORD100384,CUST10077,Sports,686.82,5,3,2.4,Not Returned,Not Returned
ORD100385,CUST10084,Books,2532.18,20,1,4.2,Not Returned,Not Returned
ORD100386,CUST10029,Fashion,1432.53,30,1,2.1,Returned,Not as Described
ORD100387,CUST10212,Fashion,1567.39,5,12,1.8,Not Returned,Not Returned
ORD100388,CUST10048,Home,1674.99,0,11,4.8,Not Returned,Not Returned
ORD100389,CUST10264,Electronics,4054.52,0,3,1.0,Not Returned,Not Returned
ORD100390,CUST10144,Books,2787.97,40,6,5.0,Not Returned,Not Returned
ORD100391,CUST10068,Sports,1694.28,15,7,3.7,Not Returned,Not Returned
ORD100392,CUST10057,Books,3129.6,10,6,4.3,Not Returned,Not Returned
ORD100393,CUST10184,Home,3637.52,15,14,2.2,Not Returned,Not Returned
ORD100394,CUST10061,Beauty,1508.6,15,14,1.1,Returned,Wrong Size
ORD100395,CUST10295,Beauty,2185.04,15,6,4.0,Not Returned,Not Returned
ORD100396,CUST10165,Home,785.05,15,6,4.3,Not Returned,Not Returned
ORD100397,CUST10170,Sports,1069.52,20,13,4.0,Returned,Damaged
ORD100398,CUST10062,Home,3469.37,20,3,1.6,Not Returned,Not Returned
ORD100399,CUST10146,Sports,1070.9,40,6,4.0,Returned,Changed Mind
ORD100400,CUST10160,Fashion,2720.78,5,8,4.1,Not Returned,Not Returned
ORD100401,CUST10140,Home,3603.42,0,11,3.6,Not Returned,Not Returned
ORD100402,CUST10096,Sports,713.01,15,11,4.1,Not Returned,Not Returned
ORD100403,CUST10220,Home,2923.1,40,2,4.4,Not Returned,Not Returned
ORD100404,CUST10042,Home,1431.5,5,5,3.5,Not Returned,Not Returned
ORD100405,CUST10291,Sports,4822.05,0,14,1.4,Not Returned,Not Returned
ORD100406,CUST10107,Sports,2521.02,30,1,3.0,Not Returned,Not Returned
ORD100407,CUST10265,Electronics,4068.76,10,12,1.3,Not Returned,Not Returned
ORD100408,CUST10094,Home,2841.09,20,1,2.6,Not Returned,Not Returned
ORD100409,CUST10261,Beauty,408.38,30,5,2.6,Not Returned,Not Returned
ORD100410,CUST10070,Home,3239.13,0,12,1.3,Not Returned,Not Returned
ORD100411,CUST10218,Home,4766.74,30,13,2.4,Returned,Not as Described
ORD100412,CUST10020,Sports,3087.74,10,3,1.4,Not Returned,Not Returned
ORD100413,CUST10091,Home,4132.11,40,4,4.2,Not Returned,Not Returned
ORD100414,CUST10126,Books,4444.19,0,3,4.8,Not Returned,Not Returned
ORD100415,CUST10079,Home,1294.78,30,1,1.3,Not Returned,Not Returned
ORD100416,CUST10237,Books,1217.82,20,1,4.8,Not Returned,Not Returned
ORD100417,CUST10181,Beauty,3132.71,20,12,3.1,Not Returned,Not Returned
ORD100418,CUST10024,Sports,2172.94,5,12,2.2,Not Returned,Not Returned
ORD100419,CUST10155,Home,4231.33,30,14,1.3,Not Returned,Not Returned
ORD100420,CUST10004,Books,4520.11,15,13,3.0,Not Returned,Not Returned
ORD100421,CUST10119,Books,1896.42,30,14,4.2,Not Returned,Not Returned
ORD100422,CUST10276,Books,1336.98,40,5,3.8,Not Returned,Not Returned
ORD100423,CUST10017,Fashion,3946.52,0,6,1.2,Not Returned,Not Returned
ORD100424,CUST10197,Electronics,1519.07,0,3,1.3,Not Returned,Not Returned
ORD100425,CUST10056,Beauty,4148.55,40,12,2.6,Returned,Changed Mind
ORD100426,CUST10092,Home,2233.94,30,9,2.2,Returned,Defective
ORD100427,CUST10018,Fashion,3404.24,40,5,1.9,Returned,Damaged
ORD100428,CUST10192,Home,658.57,10,8,2.1,Not Returned,Not Returned
ORD100429,CUST10236,Home,3194.52,40,13,4.2,Returned,Changed Mind
ORD100430,CUST10276,Sports,2368.48,20,1,4.7,Not Returned,Not Returned
ORD100431,CUST10226,Sports,3015.72,40,14,2.6,Not Returned,Not Returned
ORD100432,CUST10232,Sports,1006.47,0,5,4.6,Not Returned,Not Returned
ORD100433,CUST10039,Fashion,3736.99,20,3,2.3,Not Returned,Not Returned
ORD100434,CUST10152,Home,4341.43,0,12,2.9,Not Returned,Not Returned
ORD100435,CUST10126,Electronics,1240.35,5,1,1.9,Returned,Defective
ORD100436,CUST10236,Beauty,659.43,15,4,3.6,Not Returned,Not Returned
ORD100437,CUST10054,Sports,313.47,0,13,4.9,Not Returned,Not Returned
ORD100438,CUST10171,Sports,3281.46,20,5,3.4,Not Returned,Not Returned
ORD100439,CUST10108,Home,3114.05,5,7,2.4,Not Returned,Not Returned
ORD100440,CUST10183,Home,2824.15,0,1,3.6,Not Returned,Not Returned
ORD100441,CUST10197,Fashion,1313.35,10,3,1.5,Not Returned,Not Returned
ORD100442,CUST10086,Fashion,2076.35,40,2,4.6,Not Returned,Not Returned
ORD100443,CUST10200,Sports,3053.49,15,9,3.0,Returned,Damaged
ORD100444,CUST10274,Home,2584.48,0,10,2.8,Returned,Damaged
ORD100445,CUST10210,Electronics,4941.37,5,6,3.3,Not Returned,Not Returned
ORD100446,CUST10117,Beauty,854.91,10,10,3.5,Not Returned,Not Returned
ORD100447,CUST10190,Home,3536.69,30,3,1.3,Not Returned,Not Returned
ORD100448,CUST10041,Home,2140.73,5,8,3.7,Returned,Changed Mind
ORD100449,CUST10041,Books,2255.36,40,14,2.0,Not Returned,Not Returned
ORD100450,CUST10275,Fashion,3644.47,5,8,3.9,Not Returned,Not Returned
ORD100451,CUST10016,Beauty,3523.69,10,2,4.3,Not Returned,Not Returned
ORD100452,CUST10282,Sports,4958.03,5,6,4.2,Not Returned,Not Returned
ORD100453,CUST10257,Home,816.29,10,7,3.2,Returned,Damaged
ORD100454,CUST10062,Sports,699.73,0,2,3.1,Not Returned,Not Returned
ORD100455,CUST10061,Home,3676.83,10,11,1.6,Not Returned,Not Returned
ORD100456,CUST10099,Sports,2976.26,10,10,4.1,Not Returned,Not Returned
ORD100457,CUST10018,Beauty,1515.97,15,2,2.1,Returned,Wrong Size
ORD100458,CUST10016,Fashion,581.21,10,10,3.0,Not Returned,Not Returned
ORD100459,CUST10245,Beauty,611.16,10,1,2.1,Returned,Damaged
ORD100460,CUST10250,Books,4492.12,30,8,1.5,Returned,Late Delivery
ORD100461,CUST10080,Electronics,1120.96,0,1,3.5,Not Returned,Not Returned
ORD100462,CUST10038,Fashion,1752.18,40,9,1.2,Returned,Defective
ORD100463,CUST10035,Beauty,1287.95,15,11,4.0,Not Returned,Not Returned
ORD100464,CUST10196,Books,1903.98,30,6,2.3,Not Returned,Not Returned
ORD100465,CUST10157,Electronics,533.23,20,7,1.0,Not Returned,Not Returned
ORD100466,CUST10203,Books,2691.49,0,13,3.0,Returned,Damaged
ORD100467,CUST10195,Home,524.54,0,10,1.2,Returned,Late Delivery
ORD100468,CUST10215,Home,4041.71,20,7,2.1,Not Returned,Not Returned
ORD100469,CUST10284,Sports,1321.82,40,10,3.8,Not Returned,Not Returned
ORD100470,CUST10195,Fashion,2792.06,10,3,1.3,Not Returned,Not Returned
ORD100471,CUST10151,Home,4424.38,30,2,4.4,Not Returned,Not Returned
ORD100472,CUST10013,Books,3324.21,5,9,1.0,Not Returned,Not Returned
ORD100473,CUST10145,Fashion,2758.2,15,8,2.0,Not Returned,Not Returned
ORD100474,CUST10056,Home,1756.8,5,13,4.0,Not Returned,Not Returned
ORD100475,CUST10210,Sports,1798.41,20,12,2.3,Not Returned,Not Returned
ORD100476,CUST10267,Beauty,3413.54,0,10,1.4,Not Returned,Not Returned
ORD100477,CUST10209,Sports,4971.87,40,7,2.4,Returned,Damaged
ORD100478,CUST10016,Electronics,3376.83,0,9,2.1,Not Returned,Not Returned
ORD100479,CUST10285,Home,2877.36,15,4,4.4,Not Returned,Not Returned
ORD100480,CUST10202,Electronics,3707.12,0,13,2.3,Not Returned,Not Returned
ORD100481,CUST10098,Electronics,2432.99,0,4,4.2,Not Returned,Not Returned
ORD100482,CUST10278,Books,488.68,15,1,4.6,Not Returned,Not Returned
ORD100483,CUST10208,Fashion,2899.02,30,8,2.7,Returned,Damaged
ORD100484,CUST10128,Books,4796.6,30,14,4.6,Not Returned,Not Returned
ORD100485,CUST10287,Home,1041.45,15,14,2.5,Not Returned,Not Returned
ORD100486,CUST10251,Electronics,3512.02,40,12,4.9,Not Returned,Not Returned
ORD100487,CUST10264,Beauty,1164.48,20,3,1.4,Not Returned,Not Returned
ORD100488,CUST10270,Electronics,2771.97,0,7,3.7,Not Returned,Not Returned
ORD100489,CUST10187,Beauty,664.05,40,12,3.0,Not Returned,Not Returned
ORD100490,CUST10213,Books,2361.78,0,2,2.6,Not Returned,Not Returned
ORD100491,CUST10282,Books,3829.58,20,2,3.5,Not Returned,Not Returned
ORD100492,CUST10210,Fashion,1868.34,30,7,3.8,Not Returned,Not Returned
ORD100493,CUST10075,Electronics,3391.58,40,6,1.0,Not Returned,Not Returned
ORD100494,CUST10147,Sports,4018.16,10,3,1.7,Returned,Changed Mind
ORD100495,CUST10212,Books,4650.45,10,9,3.9,Not Returned,Not Returned
ORD100496,CUST10108,Books,1326.28,10,10,3.7,Returned,Wrong Size
ORD100497,CUST10128,Fashion,2116.72,30,14,4.9,Not Returned,Not Returned
ORD100498,CUST10009,Beauty,931.6,30,13,4.0,Not Returned,Not Returned
ORD100499,CUST10046,Fashion,4963.92,20,6,4.8,Not Returned,Not Returned
ORD100500,CUST10095,Electronics,4649.6,0,10,3.8,Not Returned,Not Returned
ORD100501,CUST10102,Home,2791.79,20,10,2.2,Returned,Defective
ORD100502,CUST10145,Home,4241.76,20,6,1.4,Not Returned,Not Returned
ORD100503,CUST10026,Beauty,2700.6,30,1,4.1,Not Returned,Not Returned
ORD100504,CUST10219,Books,3193.21,10,4,3.6,Not Returned,Not Returned
ORD100505,CUST10017,Beauty,627.8,5,10,1.2,Not Returned,Not Returned
ORD100506,CUST10166,Books,3825.3,0,6,2.4,Returned,Wrong Size
ORD100507,CUST10081,Books,813.02,30,6,4.8,Returned,Not as Described
ORD100508,CUST10071,Home,4165.12,10,11,3.0,Returned,Changed Mind
ORD100509,CUST10253,Beauty,3953.73,40,12,2.7,Returned,Changed Mind
ORD100510,CUST10161,Fashion,3601.97,5,5,2.8,Not Returned,Not Returned
ORD100511,CUST10037,Books,373.57,5,1,1.8,Not Returned,Not Returned
ORD100512,CUST10200,Sports,1655.02,30,8,2.5,Not Returned,Not Returned
ORD100513,CUST10199,Sports,1462.94,15,5,2.5,Not Returned,Not Returned
ORD100514,CUST10254,Fashion,1928.65,0,12,1.2,Returned,Wrong Size
ORD100515,CUST10178,Sports,620.69,5,12,4.1,Not Returned,Not Returned
ORD100516,CUST10034,Electronics,4697.4,30,12,2.7,Returned,Changed Mind
ORD100517,CUST10081,Books,2858.25,30,5,4.3,Not Returned,Not Returned
ORD100518,CUST10219,Fashion,1666.52,10,7,4.4,Not Returned,Not Returned
ORD100519,CUST10157,Beauty,2105.51,40,4,1.8,Returned,Wrong Size
ORD100520,CUST10003,Books,2346.57,15,6,3.6,Not Returned,Not Returned
ORD100521,CUST10166,Fashion,3082.85,0,13,2.9,Not Returned,Not Returned
ORD100522,CUST10203,Home,2675.26,20,4,4.5,Not Returned,Not Returned
ORD100523,CUST10193,Beauty,4613.08,40,14,1.9,Not Returned,Not Returned
ORD100524,CUST10234,Home,2585.42,40,3,3.7,Returned,Changed Mind
ORD100525,CUST10205,Books,4962.36,10,7,3.4,Not Returned,Not Returned
ORD100526,CUST10149,Beauty,4286.84,5,8,2.2,Not Returned,Not Returned
ORD100527,CUST10158,Sports,1200.85,5,4,1.5,Not Returned,Not Returned
ORD100528,CUST10278,Fashion,4666.86,10,13,3.6,Not Returned,Not Returned
ORD100529,CUST10165,Books,758.56,30,2,4.0,Returned,Damaged
ORD100530,CUST10067,Electronics,4123.76,5,12,2.3,Not Returned,Not Returned
ORD100531,CUST10087,Beauty,2026.99,15,10,3.6,Returned,Wrong Size
ORD100532,CUST10216,Beauty,4414.28,0,14,2.6,Not Returned,Not Returned
ORD100533,CUST10000,Books,4366.67,40,3,3.9,Not Returned,Not Returned
ORD100534,CUST10134,Books,4068.44,40,1,1.8,Not Returned,Not Returned
ORD100535,CUST10184,Home,3992.15,15,8,4.6,Not Returned,Not Returned
ORD100536,CUST10139,Sports,1662.46,5,3,2.1,Not Returned,Not Returned
ORD100537,CUST10105,Home,588.41,40,12,2.5,Not Returned,Not Returned
ORD100538,CUST10132,Home,2134.3,20,10,1.2,Not Returned,Not Returned
ORD100539,CUST10107,Sports,1032.92,0,7,1.4,Not Returned,Not Returned
ORD100540,CUST10177,Electronics,3535.77,0,10,3.1,Returned,Wrong Size
ORD100541,CUST10297,Home,1861.28,40,5,2.1,Returned,Late Delivery
ORD100542,CUST10145,Home,4882.93,10,10,4.3,Not Returned,Not Returned
ORD100543,CUST10073,Beauty,3276.67,40,5,1.1,Not Returned,Not Returned
ORD100544,CUST10107,Sports,4147.91,10,14,2.5,Not Returned,Not Returned
ORD100545,CUST10121,Fashion,836.12,40,7,2.3,Not Returned,Not Returned
ORD100546,CUST10016,Electronics,4337.67,20,9,1.1,Not Returned,Not Returned
ORD100547,CUST10195,Electronics,4629.23,30,12,1.5,Not Returned,Not Returned
ORD100548,CUST10296,Sports,2537.9,0,5,2.7,Not Returned,Not Returned
ORD100549,CUST10251,Books,3110.01,40,1,3.0,Not Returned,Not Returned
ORD100550,CUST10118,Books,3871.09,20,10,2.6,Returned,Changed Mind
ORD100551,CUST10161,Beauty,1039.23,10,10,3.1,Not Returned,Not Returned
ORD100552,CUST10197,Beauty,2612.32,10,1,3.4,Returned,Changed Mind
ORD100553,CUST10044,Sports,2113.58,0,2,1.0,Returned,Wrong Size
ORD100554,CUST10178,Beauty,902.6,15,14,2.9,Not Returned,Not Returned
ORD100555,CUST10043,Electronics,1964.17,40,6,4.9,Not Returned,Not Returned
ORD100556,CUST10270,Electronics,527.23,5,9,3.1,Not Returned,Not Returned
ORD100557,CUST10077,Fashion,323.9,10,8,3.7,Not Returned,Not Returned
ORD100558,CUST10177,Books,848.8,30,13,2.2,Returned,Damaged
ORD100559,CUST10002,Sports,4822.95,30,5,4.1,Returned,Damaged
ORD100560,CUST10213,Home,2837.74,10,1,4.1,Not Returned,Not Returned
ORD100561,CUST10073,Books,4835.95,15,13,3.1,Not Returned,Not Returned
ORD100562,CUST10050,Home,2275.99,15,7,4.9,Not Returned,Not Returned
ORD100563,CUST10066,Fashion,1696.72,20,5,1.5,Not Returned,Not Returned
ORD100564,CUST10092,Fashion,2629.48,30,6,1.1,Not Returned,Not Returned
ORD100565,CUST10175,Beauty,2309.66,20,13,4.1,Not Returned,Not Returned
ORD100566,CUST10144,Fashion,707.19,30,7,4.2,Not Returned,Not Returned
ORD100567,CUST10006,Fashion,3275.97,40,3,1.5,Not Returned,Not Returned
ORD100568,CUST10268,Home,1236.98,40,12,2.1,Not Returned,Not Returned
ORD100569,CUST10003,Beauty,3174.02,5,10,1.1,Not Returned,Not Returned
ORD100570,CUST10137,Fashion,3320.97,40,3,2.2,Not Returned,Not Returned
ORD100571,CUST10230,Books,929.72,5,5,4.1,Not Returned,Not Returned
ORD100572,CUST10087,Fashion,494.48,40,6,3.1,Not Returned,Not Returned
ORD100573,CUST10016,Beauty,3947.66,0,9,2.4,Not Returned,Not Returned
ORD100574,CUST10051,Sports,2407.04,40,13,2.5,Not Returned,Not Returned
ORD100575,CUST10133,Beauty,479.19,20,14,1.0,Returned,Defective
ORD100576,CUST10210,Home,4975.36,10,12,2.2,Returned,Damaged
ORD100577,CUST10218,Sports,477.35,20,5,3.6,Not Returned,Not Returned
ORD100578,CUST10204,Books,3536.17,10,1,4.9,Not Returned,Not Returned
ORD100579,CUST10210,Electronics,4921.66,15,14,4.4,Returned,Changed Mind
ORD100580,CUST10276,Beauty,1348.06,20,14,1.1,Not Returned,Not Returned
ORD100581,CUST10023,Home,882.8,15,14,4.6,Returned,Late Delivery
ORD100582,CUST10003,Books,782.65,5,4,4.1,Not Returned,Not Returned
ORD100583,CUST10151,Sports,1655.72,5,5,4.1,Not Returned,Not Returned
ORD100584,CUST10258,Books,685.02,0,12,2.8,Returned,Wrong Size
ORD100585,CUST10167,Beauty,3522.37,40,10,2.6,Returned,Not as Described
ORD100586,CUST10175,Fashion,499.0,20,10,2.2,Not Returned,Not Returned
ORD100587,CUST10290,Beauty,2645.23,15,5,1.3,Not Returned,Not Returned
ORD100588,CUST10055,Electronics,4984.14,10,7,1.9,Not Returned,Not Returned
ORD100589,CUST10107,Beauty,4107.06,5,4,2.0,Not Returned,Not Returned
ORD100590,CUST10295,Sports,3153.05,40,1,2.9,Not Returned,Not Returned
ORD100591,CUST10140,Sports,1670.02,5,14,4.0,Returned,Late Delivery
ORD100592,CUST10154,Beauty,3194.7,10,14,2.9,Not Returned,Not Returned
ORD100593,CUST10261,Sports,2729.8,40,5,1.2,Returned,Not as Described
ORD100594,CUST10272,Fashion,2245.2,40,7,4.8,Not Returned,Not Returned
ORD100595,CUST10231,Books,827.41,15,10,4.8,Not Returned,Not Returned
ORD100596,CUST10240,Beauty,4455.7,15,10,4.1,Not Returned,Not Returned
ORD100597,CUST10257,Fashion,2358.97,20,6,5.0,Not Returned,Not Returned
ORD100598,CUST10248,Books,1134.19,20,5,3.2,Not Returned,Not Returned
ORD100599,CUST10076,Books,1965.24,30,4,4.9,Not Returned,Not Returned
ORD100600,CUST10179,Fashion,2187.82,30,2,1.3,Returned,Late Delivery
ORD100601,CUST10065,Home,4172.18,0,4,2.5,Not Returned,Not Returned
ORD100602,CUST10170,Beauty,3721.35,5,10,1.9,Returned,Damaged
ORD100603,CUST10021,Books,3892.66,20,10,1.8,Not Returned,Not Returned
ORD100604,CUST10106,Books,252.95,15,3,1.6,Returned,Changed Mind
ORD100605,CUST10226,Sports,2197.54,10,10,3.5,Not Returned,Not Returned
ORD100606,CUST10215,Books,2510.45,15,1,4.1,Not Returned,Not Returned
ORD100607,CUST10068,Fashion,292.12,5,8,3.3,Not Returned,Not Returned
ORD100608,CUST10083,Books,1447.1,30,5,1.6,Not Returned,Not Returned
ORD100609,CUST10102,Home,3849.39,15,13,4.2,Not Returned,Not Returned
ORD100610,CUST10038,Beauty,858.13,0,4,3.5,Not Returned,Not Returned
ORD100611,CUST10012,Beauty,2769.49,5,8,2.6,Not Returned,Not Returned
ORD100612,CUST10296,Books,1232.97,30,7,3.7,Not Returned,Not Returned
ORD100613,CUST10180,Electronics,258.18,10,2,2.0,Not Returned,Not Returned
ORD100614,CUST10267,Electronics,1357.77,30,1,2.4,Not Returned,Not Returned
ORD100615,CUST10012,Fashion,4884.19,40,12,4.7,Not Returned,Not Returned
ORD100616,CUST10119,Electronics,4047.38,0,11,2.2,Not Returned,Not Returned
ORD100617,CUST10056,Fashion,4805.97,5,4,2.9,Not Returned,Not Returned
ORD100618,CUST10039,Sports,2541.7,10,8,4.6,Not Returned,Not Returned
ORD100619,CUST10127,Fashion,726.73,0,12,3.8,Returned,Not as Described
ORD100620,CUST10172,Electronics,2830.21,30,2,1.2,Returned,Late Delivery
ORD100621,CUST10034,Books,2381.01,0,3,1.6,Not Returned,Not Returned
ORD100622,CUST10258,Sports,4252.91,5,12,1.0,Not Returned,Not Returned
ORD100623,CUST10004,Electronics,670.8,20,1,3.5,Not Returned,Not Returned
ORD100624,CUST10217,Fashion,2543.56,0,1,2.8,Not Returned,Not Returned
ORD100625,CUST10010,Home,920.23,40,13,1.5,Not Returned,Not Returned
ORD100626,CUST10116,Beauty,1758.44,0,3,4.8,Not Returned,Not Returned
ORD100627,CUST10183,Electronics,3739.31,30,11,3.1,Returned,Changed Mind
ORD100628,CUST10115,Fashion,2484.89,30,5,2.0,Not Returned,Not Returned
ORD100629,CUST10161,Sports,2004.26,10,12,3.0,Not Returned,Not Returned
ORD100630,CUST10066,Electronics,2093.49,30,3,3.7,Not Returned,Not Returned
ORD100631,CUST10199,Electronics,2405.34,15,1,1.3,Not Returned,Not Returned
ORD100632,CUST10030,Beauty,3968.08,5,1,2.1,Not Returned,Not Returned
ORD100633,CUST10074,Fashion,4482.01,5,8,4.2,Not Returned,Not Returned
ORD100634,CUST10236,Home,4785.61,20,10,2.8,Not Returned,Not Returned
ORD100635,CUST10065,Sports,3977.14,20,11,3.2,Returned,Not as Described
ORD100636,CUST10069,Fashion,1713.95,5,12,2.7,Not Returned,Not Returned
ORD100637,CUST10296,Sports,3503.05,40,13,1.2,Not Returned,Not Returned
ORD100638,CUST10019,Electronics,2300.49,20,13,1.7,Not Returned,Not Returned
ORD100639,CUST10225,Beauty,1422.42,10,12,2.8,Returned,Wrong Size
ORD100640,CUST10198,Beauty,4236.18,30,14,1.8,Not Returned,Not Returned
ORD100641,CUST10038,Books,384.45,5,2,1.2,Not Returned,Not Returned
ORD100642,CUST10144,Home,4528.46,20,13,4.4,Not Returned,Not Returned
ORD100643,CUST10044,Beauty,2415.09,5,3,4.9,Not Returned,Not Returned
ORD100644,CUST10090,Electronics,3258.57,15,2,4.2,Not Returned,Not Returned
ORD100645,CUST10237,Home,3364.9,0,3,4.4,Not Returned,Not Returned
ORD100646,CUST10069,Fashion,4496.57,30,7,2.0,Not Returned,Not Returned
ORD100647,CUST10165,Beauty,3256.01,5,1,4.8,Not Returned,Not Returned
ORD100648,CUST10129,Home,3146.88,0,10,1.8,Not Returned,Not Returned
ORD100649,CUST10213,Electronics,519.93,20,8,4.8,Not Returned,Not Returned
ORD100650,CUST10088,Books,2688.36,0,13,5.0,Not Returned,Not Returned
ORD100651,CUST10251,Sports,920.81,30,10,3.8,Not Returned,Not Returned
ORD100652,CUST10071,Sports,3739.68,5,10,4.9,Not Returned,Not Returned
ORD100653,CUST10164,Electronics,2658.67,15,10,3.3,Not Returned,Not Returned
ORD100654,CUST10048,Electronics,3465.09,40,14,2.0,Returned,Late Delivery
ORD100655,CUST10051,Sports,400.03,20,2,2.7,Not Returned,Not Returned
ORD100656,CUST10288,Books,607.0,5,3,3.4,Not Returned,Not Returned
ORD100657,CUST10277,Home,3638.35,30,9,1.3,Returned,Wrong Size
ORD100658,CUST10113,Sports,546.0,20,7,3.5,Not Returned,Not Returned
ORD100659,CUST10238,Electronics,542.03,10,4,4.9,Not Returned,Not Returned
ORD100660,CUST10132,Beauty,258.12,0,10,1.8,Not Returned,Not Returned
ORD100661,CUST10273,Fashion,4791.21,40,5,4.2,Returned,Damaged
ORD100662,CUST10165,Books,3740.04,30,2,4.6,Not Returned,Not Returned
ORD100663,CUST10292,Books,1895.61,10,13,4.8,Not Returned,Not Returned
ORD100664,CUST10242,Beauty,1623.37,5,11,4.8,Not Returned,Not Returned
ORD100665,CUST10137,Beauty,1878.58,15,13,3.1,Not Returned,Not Returned
ORD100666,CUST10078,Electronics,3918.34,20,8,4.9,Not Returned,Not Returned
ORD100667,CUST10169,Sports,3374.58,0,4,4.0,Not Returned,Not Returned
ORD100668,CUST10122,Home,1088.94,20,9,1.6,Returned,Wrong Size
ORD100669,CUST10175,Books,1035.72,40,5,2.9,Not Returned,Not Returned
ORD100670,CUST10299,Books,672.3,5,13,3.9,Not Returned,Not Returned
ORD100671,CUST10081,Beauty,3369.45,20,9,2.0,Not Returned,Not Returned
ORD100672,CUST10086,Sports,3868.99,0,4,3.6,Not Returned,Not Returned
ORD100673,CUST10224,Books,1472.22,5,10,3.7,Not Returned,Not Returned
ORD100674,CUST10015,Home,300.54,20,5,1.7,Not Returned,Not Returned
ORD100675,CUST10162,Beauty,594.42,15,9,3.3,Not Returned,Not Returned
ORD100676,CUST10097,Home,4845.73,30,8,4.1,Not Returned,Not Returned
ORD100677,CUST10155,Sports,1618.13,5,3,3.0,Not Returned,Not Returned
ORD100678,CUST10001,Books,3892.27,30,1,1.0,Not Returned,Not Returned
ORD100679,CUST10168,Fashion,3198.39,5,3,1.0,Returned,Wrong Size
ORD100680,CUST10091,Books,2033.31,15,4,2.4,Not Returned,Not Returned
ORD100681,CUST10180,Sports,1187.3,30,2,4.7,Returned,Defective
ORD100682,CUST10230,Books,782.65,10,1,1.9,Returned,Late Delivery
ORD100683,CUST10147,Books,3152.06,0,7,3.5,Not Returned,Not Returned
ORD100684,CUST10279,Electronics,3918.24,10,8,1.9,Returned,Damaged
ORD100685,CUST10188,Books,3290.74,20,7,2.3,Returned,Wrong Size
